id,date,title,content,url
	
	",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=421&aid=0000328434
18,2013.06.12. 오후 1:52,본회의장 '은밀한 문자',"
	
	



// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

12일 서울 여의도 국회의사당에서 열린 경제분야 대정부질문에서 한 여당 의원이 자신의 스마트폰을 통해 취업청탁 내용으로 추정되는 문자메시지를 주고받고 있다. 해당 의원은 ""국립공원관리공단 자원조사직에 응시하여 서류진형 필기시험은 합격하고 면접(6월 18일)이 남았답니다""라며 응시생의 이름과 수험번호를 보낸 청탁인의 부탁에 ""알았다""고 답했다. 국민권익위원회는 '부정청탁방지 및 공직자의 이해충돌방지법안'을 오는 6월까지 국회에 제출하겠다는 입장을 밝힌 바 있다. 2013.6.12/뉴스1(서울=뉴스1) 오대일 기자[관련기사]  백청강 람보르기니 ""연변 총각 출세했네"" '대구 패륜남' 동영상에 네티즌 신상털기  이유비 부친 임영규 무전취식 입건 민망함 이겨내는 방법 ""보는 내가 민망해""저작권자 ⓒ 뉴스1코리아, 무단전재 및 재배포 금지
	
	",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=421&aid=0000328437
19,2013.06.12. 오후 1:52,본회의장에 날아온 '취업청탁' 문자,"
	
	



// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

12일 서울 여의도 국회의사당에서 열린 경제분야 대정부질문에서 한 여당 의원이 자신의 스마트폰을 통해 취업청탁 내용으로 추정되는 문자메시지를 주고받고 있다. 해당 의원은 ""국립공원관리공단 자원조사직에 응시하여 서류진형 필기시험은 합격하고 면접(6월 18일)이 남았답니다""라며 응시생의 이름과 수험번호를 보낸 청탁인의 부탁에 ""알았다""고 답했다. 국민권익위원회는 '부정청탁방지 및 공직자의 이해충돌방지법안'을 오는 6월까지 국회에 제출하겠다는 입장을 밝힌 바 있다. 2013.6.12/뉴스1(서울=뉴스1) 오대일 기자[관련기사]  백청강 람보르기니 ""연변 총각 출세했네"" '대구 패륜남' 동영상에 네티즌 신상털기  이유비 부친 임영규 무전취식 입건 민망함 이겨내는 방법 ""보는 내가 민망해""저작권자 ⓒ 뉴스1코리아, 무단전재 및 재배포 금지
	
	",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=421&aid=0000328435
20,2013.06.18. 오후 2:59,"정무위, '남양유업방지법'에 ""제정해야"" VS ""과잉입법""","
	
	



// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}
박승춘 국가보훈처장이 18일 오전 서울 여의도 국회에서 열린 정무위원회 전체회의에서 의원들의 질의에 답하고 있다. 2013.6.18/뉴스1  News1 허경 기자불공정 대리점 거래 근절 위한 공청회…""'임을 위한 행진곡' 5·18 기념곡 제정해야""  (서울=뉴스1) 차윤주 기자 = 국회 정무위원회는 18일 '남양유업 사태'로 촉발된 대리점 거래의 불공정 관행 근절을 위한 법안 제·개정을 위한 공청회를 열고 찬반 양측의 의견을 들었다.찬성 측은 이른바 '남양유업 방지법'인 '대리점거래의 공정화에 관한 법률(대리점법)' 등 별도의 법을 제정하거나 '독점규제 및 공정거래에 관한 법(공정거래법)'을 손질해 대리점주들을 보호해야 한다고 강조했다. 반대 측에선 대리점주 보호 필요성을 인정하면서도 현행 공정거래법으로 충분한 규제가 가능하다고 맞섰다. 이창섭 남양유업대리점협의회 회장은 ""남양유업은 대리점이 주문도 하지 않은 상품을 본사와 대리점이라는 거래상 지위를 이용해 구입을 강매한다. 명절이 되면 떡값이라는 명목으로 현금을 착취하고, 불법적 착취에 항의하면 재계약과 권리금 투자비용의 매몰 가능성을 이용해 협박과 압력을 가한다""며 대리점법 제정을 촉구했다. 이헌욱 참여연대 민생희망본부 본부장은 ""법률에 명시적 근거를 둠으로써 불공정거래행위 근절을 위한 규범력이 강화될 수 있다""며 ""최대 3배의 징벌적 손해배상책임도 거래상 지위 남용 피해자들이 입증자료를 확보하기 힘든 현실을 고려할 때 긍정적으로 평가할 수 있다""고 밝혔다. 또한 이종훈 새누리당 의원이 대표발의한 공정거래법가 관련, ""악의적이거나 반복적인 경우 10배 이내의 징벌적 손해배상을 규정한 내용은 거래상 지위 남용행위의 근절을 위해 적절하다""고 평했다. 그러나 박상도 유가공협회 국장은 ""이미 공정거래법 23조와 시행령이 '거래상 지위의 남용 유형으로 구입·판매목표 강제를 적시하고 있다""며 ""갑의 횡포를 처벌하는 것도 필요하나 이런 가혹한 징벌만이 해답은 아니다""고 신중한 입법을 주문했다.박 국장은 ""징벌적 손해배상제도는 과잉금지 원칙에 위배되고, 본사와 대리점 간 계약을 일일이 규제하는 것도 사적 자치 원칙에 어긋난다""고 주장했다. 최영홍 고려대 교수도 ""현행 공정거래법의 철저한 집행으로 경제민주화가 가능하다""며 현행법 체계 내에서의 해결을 강조했다. 최 교수는 ""과소규제는 시간이 걸리더라도 시장 기능으로 치유될 수 있지만, 한번 마련된 과잉규제는 규제의 톱니효과로 폐해가 깊고 크며 시정이 거의 불가능하다""고 말했다. 공청회에 앞서 오전 회의에서는 '님을 위한 행진곡' 5·18 기념곡 지정 촉구 결의안, '김영란법'으로 불리는 부정청탁금지 및 공직자의 이해충돌방지법안, 하도급거래 공정화에 관한 법률 개정안 등에 대한 심사가 진행됐다. 조원진 새누리당 의원은 지난 5·18 광주민주화 운동 기념식에서 국가보훈처의 '님을 위한 행진곡' 기념곡 제창 불허 결정에 대해 ""한쪽에선 국민대통합을 하겠다고 (국민대통합위) 위원장을 선임하는데 한쪽에선 님을 위한 행진곡을 기념곡으로 못하게 한다는 건 밸런스(균형)가 안 맞는다""며 ""국회에서 결의안을 처리하기 보단 6월 국회 중에 정부가 협의해서 기념곡 지정 요구를 수용하는게 맞다""고 지적했다. 같은 당 김종훈 의원도 ""이런 것을 국회에서 표결하기 보다는 사회 통합적 결정을 하는 게 바람직하다""며 ""국민대통합위가 발족됐는데 의견을 구해보라""고 주문했다. 박승춘 보훈처장은 ""국가 유공자의 헌신을 추모하는 기념식은 국민적 공감대가 있어야 한다""며 ""다른 기념식은 공감대가 형성됐는데, 이(5·18) 기념식만 한쪽은 불러도 된다, 안된다는 이견이 있다""고 난색을 표했다. chacha@차윤주[관련기사]  동심 파괴 아이언맨, 수트 빼면 '눈물' 닉 부이치치, 아내와의 러브스토리 공개  연보라색과 회색 사이 목소리로 돌아온 김예림  오바마 ""버냉키, 예상보다 오래 일했다""저작권자  뉴스1코리아, 무단전재 및 재배포 금지
	
	",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=421&aid=0000337829
21,2013.06.18. 오후 6:15,"정무위, '남양유업방지법'에 ""제정"" VS ""과잉""공방(종합)","
	
	



// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}
18일 오후 서울 여의도 국회에서 열린 정무위원회 불공정한 대리점 거래 관행 근절을 위한 관련 법률 제.개정에 관한 공청회에서 고려대 최영홍 교수(왼쪽)가 발언을 하고 있다. 2013.6.18/뉴스1  News1 허경 기자불공정 대리점 거래 근절 위한 공청회…""'임을 위한 행진곡' 5·18 기념곡 제정해야""  (서울=뉴스1) 차윤주 기자 = 국회 정무위원회는 18일 '남양유업 사태'로 촉발된 대리점 거래의 불공정 관행 근절을 위한 법안 제·개정을 위한 공청회를 열고 찬반 양측의 의견을 들었다.찬성 측은 이른바 '남양유업 방지법'인 '대리점거래의 공정화에 관한 법률(대리점법)' 등 별도의 법을 제정하거나 '독점규제 및 공정거래에 관한 법(공정거래법)'을 손질해 대리점주들을 보호해야 한다고 강조했다. 반대 측에선 대리점주 보호 필요성을 인정하면서도 현행 공정거래법으로 충분한 규제가 가능하다고 맞섰다. 이창섭 남양유업대리점협의회 회장은 ""남양유업은 대리점이 주문도 하지 않은 상품을 본사와 대리점이라는 거래상 지위를 이용해 구입을 강매한다. 명절이 되면 떡값이라는 명목으로 현금을 착취하고, 불법적 착취에 항의하면 재계약과 권리금 투자비용의 매몰 가능성을 이용해 협박과 압력을 가한다""며 대리점법 제정을 촉구했다. 이헌욱 참여연대 민생희망본부 본부장은 ""법률에 명시적 근거를 둠으로써 불공정거래행위 근절을 위한 규범력이 강화될 수 있다""며 ""최대 3배의 징벌적 손해배상책임도 거래상 지위 남용 피해자들이 입증자료를 확보하기 힘든 현실을 고려할 때 긍정적으로 평가할 수 있다""고 밝혔다. 또한 이종훈 새누리당 의원이 대표발의한 공정거래법과 관련, ""악의적이거나 반복적인 경우 10배 이내의 징벌적 손해배상을 규정한 내용은 거래상 지위 남용행위의 근절을 위해 적절하다""고 평했다. 그러나 박상도 유가공협회 국장은 ""이미 공정거래법 23조와 시행령이 '거래상 지위의 남용 유형으로 구입·판매목표 강제를 적시하고 있다""며 ""갑의 횡포를 처벌하는 것도 필요하나 이런 가혹한 징벌만이 해답은 아니다""고 신중한 입법을 주문했다.박 국장은 ""징벌적 손해배상제도는 과잉금지 원칙에 위배되고, 본사와 대리점 간 계약을 일일이 규제하는 것도 사적 자치 원칙에 어긋난다""고 주장했다. 최영홍 고려대 교수도 ""현행 공정거래법의 철저한 집행으로 경제민주화가 가능하다""며 현행법 체계 내에서의 해결을 강조했다. 최 교수는 ""과소규제는 시간이 걸리더라도 시장 기능으로 치유될 수 있지만, 한번 마련된 과잉규제는 규제의 톱니효과로 폐해가 깊고 크며 시정이 거의 불가능하다""고 말했다. 정무위는 이어 해양·선박금융공사 설립 관련 법률 제정에 관한 공청회를 열었다. 박근혜 대통령은 지난 대선 때 부산에 선박금융공사 설립을 공약한 바 있다. 김영무 한국선주협회 전무는 ""선박금융 전문기관은 해운·조선 산업 발전을 위해 절대적으로 필요한 금융기관""이라며 ""1단계로 해운보증기금을 설립해 초기에는 보증업무에 주력하고 점차 선박금융공사, 해양금융공사로 확대 발전시키는 것이 바람직하다""고 밝혔다. 양종서 한국수출입은행 선임연구원은 ""금융지원능력은 해운업계의 경쟁력과 조선업계의 수주회복을 좌우할 핵심 요인""이라며 ""세계 1위인 조선산업, 세계 5위 해운산업을 보호하고 육성하기 위해서는 선박금융 지원의 확대가 필요하다""고 긍정적인 시각을 보탰다. 한편, 공청회에 앞서 오전 회의에서는 '님을 위한 행진곡' 5·18 기념곡 지정 촉구 결의안, '김영란법'으로 불리는 부정청탁금지 및 공직자의 이해충돌방지법안, 하도급거래 공정화에 관한 법률 개정안 등에 대한 심사가 진행됐다. 조원진 새누리당 의원은 지난 5·18 광주민주화 운동 기념식에서 국가보훈처의 '님을 위한 행진곡' 기념곡 제창 불허 결정에 대해 ""한쪽에선 국민대통합을 하겠다고 (국민대통합위) 위원장을 선임하는데 한쪽에선 님을 위한 행진곡을 기념곡으로 못하게 한다는 건 밸런스(균형)가 안 맞는다""며 ""국회에서 결의안을 처리하기 보단 6월 국회 중에 정부가 협의해서 기념곡 지정 요구를 수용하는게 맞다""고 지적했다. 같은 당 김종훈 의원도 ""이런 것을 국회에서 표결하기 보다는 사회 통합적 결정을 하는 게 바람직하다""며 ""국민대통합위가 발족됐는데 의견을 구해보라""고 주문했다. 박승춘 보훈처장은 ""국가 유공자의 헌신을 추모하는 기념식은 국민적 공감대가 있어야 한다""며 ""다른 기념식은 공감대가 형성됐는데, 이(5·18) 기념식만 한쪽은 불러도 된다, 안된다는 이견이 있다""고 난색을 표했다. chacha@차윤주[관련기사]  벗을 수 없는 몸짱…'깔창'사용자들 ""맘 안다"" 초등 1학년의 태극기…""동심의 애국심"" 흔한 러시아 마스카라…'겨울 한정판' [공공기관평가] 경제부처 ‘낙제점’ 기관 34곳 저작권자  뉴스1코리아, 무단전재 및 재배포 금지
	
	",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=421&aid=0000338351
22,2013.07.15. 오전 11:52,"朴대통령 ""부정부패 뿌리 반드시 끊어내겠다""","
	
	



// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}
""'부정 청탁 금지 및 공직자 이해 충돌 방지법' 조속히 제정해야""  (서울=뉴스1) 장용석 기자 = 박근혜 대통령이 15일 ""새 정부에선 부정부패의 뿌리만은 반드시 끊어내겠다는 확고한 신념으로 국민 신뢰를 회복해야 하겠다""고 강조했다.박 대통령은 이날 오전 청와대 수석비서관회의에서 ""지난주(9일) 국제투명성기구(TI)가 '2013년 세계부패지수'를 발표했는데, 우리 정치단체와 종교단체, 공직사회가 대표적인 부패단체에 속했다. (국민으로부터) 가장 신뢰받아야 할 분야가 가장 불신을 받고 있는 점은 시사하는 바가 크다""며 이 같이 밝혔다.박 대통령은 특히 ""역대 정부가 부정부패 척결을 위해 수많은 정책을 내놓았지만 국민은 여전히 부족하다고 생각한다""면서 ""부정부패는 민주주의의 가장 큰 적이자, 경제시스템의 효율성을 저해하는 사회적 질병""이라고 언급했다.박 대통령은 ""(새 정부는) '정부3.0'의 차질 없는 추진과 함께 정책과정에서 불투명성과 불공정성을 과감히 해소함으로써 사회의 법 집행을 더 엄정하게 해야겠다""고 말했다.아울러 박 대통령은 ""(새 정부에선) 과거 비정상적인 과정을 정상화하는 것 외에도 '부정 청탁 금지 및 공직자 이해 충돌 방지법'을 조속히 제정하는 등 부정부패 해소 대책을 펴야겠다""고 강조했다.이른바 '김영란법(法)'으로 불리는 '부정 청탁 금지 및 공직자 이해 충돌 방지법'은 김영란 전 국민권익위원장이 지난해 8월 주창한 것으로서 당초 원안엔 공무원이 100만원 이상 금품이나 향응을 받았을 땐 대가성이 없어도 형사 처벌하는 내용이 담겼었으나, 이후 정부 내 논의 과정에서 처벌 수위 등 그 내용이 대폭 완화됐다는 지적을 받고 있다.ys4174@장용석[관련기사]  슈주 전 멤버 한경, '트랜스포머4' 캐스팅 엄지원, 부케 받더니…오영욱과 열애 인정 [특징주]카지노株, 레저세 신설 전망에 약세 집중호우로 서울 도심하천 고립·익사 잇따라저작권자  뉴스1코리아, 무단전재 및 재배포 금지
	
	",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=421&aid=0000377933
23,2013.07.15. 오후 4:18,"朴대통령, '4대강 의혹 해소·후속대책' 지시(종합)","
	
	



// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}
박근혜 대통령이 15일 오전 청와대에서 열린 수석비서관회의에서 모두발언을 하고 있다. (청와대 제공) 2013.7.15/뉴스1  News1 박철중 기자15일 靑 수석비서관회의...""무리하게 혈세 들어간 부분 과감하게 정리해야""  (서울=뉴스1) 허남영.장용석 기자 = 박근혜 대통령이 15일 ""새 정부에선 부정부패의 뿌리만은 반드시 끊어내겠다는 확고한 신념으로 국민 신뢰를 회복해야 하겠다""고 강조했다.박 대통령은 이날 오전 청와대 수석비서관회의에서 ""지난주(9일) 국제투명성기구(TI)가 '2013년 세계부패지수'를 발표했는데, 우리 정치단체와 종교단체, 공직사회가 대표적인 부패단체에 속했다. (국민으로부터) 가장 신뢰받아야 할 분야가 가장 불신을 받고 있는 점은 시사하는 바가 크다""며 이 같이 밝혔다.박 대통령은 특히 ""역대 정부가 부정부패 척결을 위해 수많은 정책을 내놓았지만 국민은 여전히 부족하다고 생각한다""면서 ""부정부패는 민주주의의 가장 큰 적이자, 경제시스템의 효율성을 저해하는 사회적 질병""이라고 언급했다.최근 감사원의 4대강 사업 감사 결과와 관련해 박 대통령은 ""여러 논란을 앞으로 소상하게 밝혀서 의혹이 해소되도록 해 주시고, 필요한 후속조치와 대책을 추진해 주기 바란다""고 당부했다.박 대통령은 이어 ""무리한 추진으로 국민 혈세가 들어간 부분에 대해서는 과감하게 정리할 필요가 있다""며 ""아울러 이번 감사 결과를 계기로 대규모 국책사업을 둘러싸고 반복되는 갈등을 예방하고 해결하기 위해 과거와는 다른 새로운 추진 원칙과 기준을 마련할 필요가 있다""고 강조했다.박 대통령은 ""(새 정부는) '정부3.0'의 차질 없는 추진과 함께 정책과정에서 불투명성과 불공정성을 과감히 해소함으로써 사회의 법 집행을 더 엄정하게 해야겠다""고 말했다.아울러 박 대통령은 ""(새 정부에선) 과거 비정상적인 과정을 정상화하는 것 외에도 '부정 청탁 금지 및 공직자 이해 충돌 방지법'을 조속히 제정하는 등 부정부패 해소 대책을 펴야겠다""고 강조했다.이른바 '김영란법(法)'으로 불리는 '부정 청탁 금지 및 공직자 이해 충돌 방지법'은 김영란 전 국민권익위원장이 지난해 8월 주창한 것으로서 당초 원안엔 공무원이 100만원 이상 금품이나 향응을 받았을 땐 대가성이 없어도 형사 처벌하는 내용이 담겼었으나, 이후 정부 내 논의 과정에서 처벌 수위 등 그 내용이 대폭 완화됐다는 지적을 받고 있다.국립대 병원들의 진료비 감면 관행에 대해서도 일침을 가했다.박 대통령은 ""국민 입장에서 납득하기 어려운 비정상적이고 불공정한 관행""이라면서 ""만성적자에 시달리면서 진료비를 감액해 주고 있는 것은 심각한 도덕적 해이가 아닐 수 없다""고 지적했다.박 대통령은 ""노조와 협의해 개선이 필요한 부분은 단호히 개선해 나가도록 하고 그 밖의 공공기관에서도 이와 유사한 불공정한 관행이 없는지 점검하라""고 지시했다.이날 회의에서 고용복지수석으로부터 산업안전보건 점검 결과와 돌봄시설 점검 결과를 보고 받은 박 대통령은 위반사항과 지적사항이 계속 되풀이 되고 있는데 대해 답답함을 토로하기도 했다.박 대통령은 ""그 동안의 행태를 보면 위반사항을 적발하면 처벌을 하고 그 다음에 또 개선, 또 있다가 재차 위반의 과정이 마치 일상화되고 있는 것은 아닌지 우렵스럽다""면서 ""문제가 불거진 기간에만 반짝하는 것이 아니라, 한번 손을 대면 환부를 확실하게 도려내겠다는 각오로 위반이 다반사되는 일을 막아야 하겠다""고 강조했다.아울러 한번 적발된 문제는 다시 적발되지 않도록 ""강력하고 근본적인 대책을 마련해 주기 바란다""면서 ""업체 스스로 위반 소지 자체를 없애겠다는 근본적인 발상의 전환을 할 수 있도록 꾸준히 지도하고 관리하라""고 지시했다.nyhur@허남영.장용석[관련기사]  준수 '이 노래 웃기지'...""음악이란 다 그런거야"" 여자들만 아는 아픔 ""내 머리카락 내놔"" 여수 괴물고기 포착 ""징그러워"" 김준희 8살 연하 남자친구, '보충제 인연'저작권자  뉴스1코리아, 무단전재 및 재배포 금지
	
	",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=421&aid=0000378577
24,2013.07.30. 오후 3:00,부패방지 '김영란 법' 국무회의 통과,"
	
	



// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

	
	(=뉴스1) 이선형 기자 = 공직자가 대가없이 금품을 받더라도 형사처벌하고 과태료를 부과하는 내용의 이른바 '김영란 법'이 30일 국무회의를 통과했다. 정부는 이날 정부서울청사에서 정홍원 국무총리 주재로 열린 국무회의에서 이같은 내용을 골자로 한 부정청탁 금지 및 공직자의 이해충돌 방지법안을 심의 의결했다.김영란 전 국민권익위원장이 처음 발의해 '김영란 법'으로도 불리는 이 법안은 다음달 국회에 제출될 예정이다.이 법안은 정부 내 협의 과정에서 당초보다 처벌 수위가 낮아진데다 정치권 일각에서는 법안 내용이 과도하다는 입장을 보이고 있어 국회 심의 과정에서 진통이 예상된다.이 법률안에 따르면 공직자가 직무와 관련해 금품 등을 받은 경우 대가관계가 없더라도 3년 이하의 징역 또는 3000만원 이하의 벌금에 처하고 그 외의 경우에는 해당 금품의 2배 이상 5배 이하 과태료를 부과하게 된다.또한 누구든지 직간접적으로 직무수행 공직자에게 부정청탁을 하지 못하도록 하고 부정청탁이 계속되는 경우 청탁을 받은 공직자는 소속기관장에게 신고해야 한다.제3자의 이익을 위해서 부정청탁을 한 자 또는 제3자를 통해서 부정청탁을 한 직무관련자 등에 대해서도 과태료를 부과하고, 공직자가 부정 청탁을 받고 그에 따라 직무를 수행한 경우에는 2년 이하의 징역 또는 2000만원 이하의 벌금에 처하게 된다.이 법률안은 고위공직자의 사적 이해관계 직무 수행과 공직자의 직무 관련 외부활동 등도 엄격히 금지한다.또한 고위공직자와 인사업무 담당자의 가족은 고위공직자 등이 소속된 공공기관 또는 산하기관에 채용될 수 없도록 규정하고 있다.김영란법은 8월초 국회에 제출될 예정이지만 국회 심의 과정에서 상당한 진통을 겪을 것으로 전망된다.야당의 경우 당초 입법예고안과 비교했을 때 공직자 금품수수에 대한 형사처벌 범위가 줄어들었다는 점에서 반발할 가능성이 크다. 민병두 의원 등 민주당 의원들은 입법예고안 내용을 그대로 살린 의원법률안을 발의한 상황이다.반면 처벌 규정이 지나치다는 우려의 시각도 있으며 일부에서는 처벌 기준이 모호하다는 지적도 나오고 있어 국회 심의 과정에서 수정될 가능성도 점쳐진다.'김영란법'은 각급 행정기관과 입법기관인 국회에도 적용된다는 점에서 국회의원들이 원안대로 통과시키는데 부정적인 태도를 취할 것이라는 관측도 나오고 있다.shl0347@이선형[관련기사]  심영섭 교수 ""성재기씨 명복 빌어줬더니…"" 방화대교 공사현장 3명 매몰…2명 사망 추정(2보) 방화대교 공사현장 상판 붕괴 2명 사망(3보) 방화대교 공사현장 인부 매몰…2명 사망(1보)저작권자  뉴스1코리아, 무단전재 및 재배포 금지
	
	",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=421&aid=0000399872
25,2013.07.30. 오후 6:42,공직자 부패방지 '김영란 법' 국무회의 통과,"
	
	



// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

박계옥 국민권익위원회 부패방지국장이 30일 오전 서울 세종로 정부서울청사 합동브리핑실에서 부정청탁 금지 및 공직자의 이해충돌 방지법안이 국무회의를 통과한 것과 관련해 브리핑을 하고 있다. 정부는 이날 정홍원 국무총리 주재로 열린 국무회의에서 공직자가 대가없이 금품을 받더라도 형사처벌하고 과태료를 부과하는 내용의 이른바 '김영란 법'을 심의 의결했다. 김영란 전 국민권익위원장이 처음 발의해 '김영란 법'으로도 불리는 이 법안은 다음달 국회에 제출될 예정이다. 2013.7.30/뉴스1(서울=뉴스1) 유승관 기자[관련기사]  이수혁·구하라, 도쿄 데이트 포착? 방화대교 구조물 추락…매몰자 시신 수습 '난항'(5보) 당정청, 내년부터 고교 무상교육…2017년 전국 확대 송창의·리사, 열애 3년만에 결별저작권자 ⓒ 뉴스1코리아, 무단전재 및 재배포 금지
	
	",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=004&oid=421&aid=0000400461
26,2013.07.30. 오후 6:42,부패방지 '김영란 법' 국무회의 통과,"
	
	



// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

박계옥 국민권익위원회 부패방지국장이 30일 오전 서울 세종로 정부서울청사 합동브리핑실에서 부정청탁 금지 및 공직자의 이해충돌 방지법안이 국무회의를 통과한 것과 관련해 브리핑을 하고 있다. 정부는 이날 정홍원 국무총리 주재로 열린 국무회의에서 공직자가 대가없이 금품을 받더라도 형사처벌하고 과태료를 부과하는 내용의 이른바 '김영란 법'을 심의 의결했다. 김영란 전 국민권익위원장이 처음 발의해 '김영란 법'으로도 불리는 이 법안은 다음달 국회에 제출될 예정이다. 2013.7.30/뉴스1(서울=뉴스1) 유승관 기자[관련기사]  이수혁·구하라, 도쿄 데이트 포착? 방화대교 구조물 추락…매몰자 시신 수습 '난항'(5보) 당정청, 내년부터 고교 무상교육…2017년 전국 확대 송창의·리사, 열애 3년만에 결별저작권자 ⓒ 뉴스1코리아, 무단전재 및 재배포 금지
	
	",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=004&oid=421&aid=0000400460
27,2013.07.30. 오후 6:42,"국민권익위, 부패방지 '김영란 법' 국무회의 통과","
	
	



// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

박계옥 국민권익위원회 부패방지국장이 30일 오전 서울 세종로 정부서울청사 합동브리핑실에서 부정청탁 금지 및 공직자의 이해충돌 방지법안이 국무회의를 통과한 것과 관련해 브리핑을 하고 있다. 정부는 이날 정홍원 국무총리 주재로 열린 국무회의에서 공직자가 대가없이 금품을 받더라도 형사처벌하고 과태료를 부과하는 내용의 이른바 '김영란 법'을 심의 의결했다. 김영란 전 국민권익위원장이 처음 발의해 '김영란 법'으로도 불리는 이 법안은 다음달 국회에 제출될 예정이다. 2013.7.30/뉴스1(서울=뉴스1) 유승관 기자[관련기사]  이수혁·구하라, 도쿄 데이트 포착? 방화대교 구조물 추락…매몰자 시신 수습 '난항'(5보) 당정청, 내년부터 고교 무상교육…2017년 전국 확대 송창의·리사, 열애 3년만에 결별저작권자 ⓒ 뉴스1코리아, 무단전재 및 재배포 금지
	
	",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=004&oid=421&aid=0000400459
28,2013.07.30. 오후 6:43,'김영란 법' 국무회의 통과,"
	
	



// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

박계옥 국민권익위원회 부패방지국장이 30일 오전 서울 세종로 정부서울청사 합동브리핑실에서 부정청탁 금지 및 공직자의 이해충돌 방지법안이 국무회의를 통과한 것과 관련해 브리핑을 하고 있다. 정부는 이날 정홍원 국무총리 주재로 열린 국무회의에서 공직자가 대가없이 금품을 받더라도 형사처벌하고 과태료를 부과하는 내용의 이른바 '김영란 법'을 심의 의결했다. 김영란 전 국민권익위원장이 처음 발의해 '김영란 법'으로도 불리는 이 법안은 다음달 국회에 제출될 예정이다. 2013.7.30/뉴스1(서울=뉴스1) 유승관 기자[관련기사]  이수혁·구하라, 도쿄 데이트 포착? 방화대교 구조물 추락…매몰자 시신 수습 '난항'(5보) 당정청, 내년부터 고교 무상교육…2017년 전국 확대 송창의·리사, 열애 3년만에 결별저작권자 ⓒ 뉴스1코리아, 무단전재 및 재배포 금지
	
	",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=004&oid=421&aid=0000400462
29,2013.07.31. 오전 11:20,국민권익위 부위원장에 곽진영 교수 내정,"
	
	



// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

	
	(서울=뉴스1) 허남영 기자 = 신임 국민권익위원회 부위원장(부패방지 담당)에 곽진영(48.여) 건국대(정치외교학) 교수가 내정됐다.김행 청와대 대변인은 31일 브리핑을 갖고 최현복 현 부위원장의 사의 표명에 따라 후임 부위원장에 곽 교수가 내정됐다고 밝혔다.인선 배경과 관련해 김 대변인은 ""여성으로서 부정부패 없는 사회에 대한 소신이 강하고 업무역량이 뛰어나 '부정청탁 금지 및 공직자의 이해충돌방지법'의 추진 등 부패방지 관련 현안들을 원만히 처리해 나갈 적임이어서 발탁됐다""고 설명했다.곽 신임 부위원장은 서울 출신으로 금란여고와 이화여대 영어영문학과를 졸업했으며 미국 노스웨스턴대에서 정치외교학 박사학위를 취득했다.한국정치학회 연구이사와 한국NGO학회 상임이사 등을 역임했다. 새누리당 제18대 대통령선거 경선관리위원과 지난해 12월 대선과 함께 치러진 재보궐선거의 새누리당 공천위원으로도 활동했다. 국민권익위원회 부위원장은 차관급에 해당하는 정무직이다. 권익위에는 현재 고충처리와 부패방지, 행정심판 등을 각각 담당하는 3명의 부위원장이 있다.nyhur@허남영[관련기사]  혜리, 오랜만에 교복 입고 '찰칵' 안내상 ""설경규 잘 나가서 질투"" '악마 고대생', 여학생 19명 성폭행·추행 김슬기 눈물 ""어머니 생활비 한달 30만원""저작권자  뉴스1코리아, 무단전재 및 재배포 금지
	
	",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=421&aid=0000401040
