topic,term,beta
4,비판,0.004478180287004117
4,금지,0.004395986140049269
4,사적,0.004253260505736236
5,김영란법,0.02881627346687253
5,공직자,0.024442651347836113
5,부정청탁,0.02125509547242285
5,금품,0.018029068135275907
5,대상,0.012727250488634748
5,국회,0.012709532190187946
5,금지,0.011798269275488334
5,조항,0.011354286413184254
5,처벌,0.010958147205219216
5,방지,0.010510544169498098
5,법안,0.009996039881772707
5,적용,0.009756053474651765
5,수수,0.009664985382002658
5,시행,0.009495767243754042
5,원안,0.009477282772105506
5,부분,0.008686691619603622
5,대가,0.008524809227489244
5,직무관련성,0.008205376464786043
5,청탁,0.008159305472746679
5,금품수수,0.008000668262355981
5,이해충돌,0.007940753037043067
5,통과,0.0076931626207172536
5,포함,0.007399880850518822
5,형사처벌,0.0068677847787843626
5,금지법,0.006760589354084598
5,사회,0.0064906559727298105
5,법률,0.00648769247688436
5,부패,0.006305270028801833
5,국민,0.006247245021645518
5,관련,0.00610585075046027
6,국민권익위원회,0.0243967484307882
6,위원장,0.016927109679683968
6,국민,0.013784270078364611
6,공무원,0.011915479545688605
6,청탁,0.010987764496416124
6,금지법,0.00915321080731298
6,정부,0.008334746223083122
6,관련,0.007362643018257253
6,금융,0.007300423677931928
6,필요,0.00685813781696034
6,이해충돌,0.006805442764540887
6,시행,0.006613150458636246
6,업무,0.006475731287024738
6,원장,0.006321728412704853
6,제정,0.00624266755661913
6,사회,0.006130130299962706
6,조사,0.006056735950498563
6,부처,0.005908236962960966
6,규정,0.0057802217645108395
6,신고,0.0054895579660658896
6,회원,0.005404644798827236
6,가상,0.005386184979897171
6,위원,0.005309160305061317
6,공직자,0.005106270463289193
6,공정위,0.005049548418698339
6,사람,0.004999205555587801
6,퇴직,0.00498010404725427
6,제한,0.004918188584002506
6,김영란,0.004736432898905706
6,이해충돌방지법,0.004718526108965762
7,한국토지주택공사,0.04208558104088431
7,부동산,0.025782583225581572
7,직원,0.023528460351891767
7,토지,0.018702512707605784
7,신도시,0.0176532723673527
7,이용,0.012301276090773725
7,의혹,0.012209452467090903
7,정보,0.009743499316921268
7,관련,0.009195919029063224
7,처벌,0.009124881150109508
7,매입,0.008942428618914096
7,정부,0.00886575916483539
7,대책,0.008108752362632192
7,공직자,0.007665613236822515
7,취득,0.006975591870084041
7,참여연대,0.006897166953070833
7,업무,0.006792430391946978
7,조사,0.006686596804445734
7,환수,0.006543789253021234
7,이익,0.006535077991961231
7,개발,0.00647907813715495
7,재산,0.006423106000749674
7,지역,0.006103585546027899
7,수사,0.005983395121505007
7,주택,0.005960144762363976
7,광명,0.00594812286949755
7,농지,0.005947688015029967
7,투기,0.005941338742084825
7,거래,0.005863628960080588
7,시장,0.005090500144967518
8,의원,0.053895305295586254
8,이해충돌,0.026051746210759123
8,국회,0.02336937294784805
8,관련,0.013139574141558696
8,국민의힘,0.012766599882741099
8,문제,0.010808757470116618
8,더불어민주당,0.010415469783943155
8,의혹,0.009995964871934285
8,법제사법위원회,0.009622206856981981
8,국토,0.009461870171491625
8,위원,0.00904564973205872
8,대표,0.008587573686154641
8,논란,0.008172687841281782
8,국회의원,0.007965843020108337
8,장관,0.007766926088012136
8,사실,0.007469976511743011
8,혐의,0.007455990432184976
8,가족,0.00738962242901948
8,상임위,0.007377085305182561
8,활동,0.007310620756428601
8,박덕흠,0.006434484269973514
8,수주,0.006280309216135586
8,위반,0.006250444474235283
8,수사,0.006049547594561719
8,이해충돌방지법,0.005816661749675251
8,방지,0.005703443618953937
8,아들,0.005559699203725194
8,공사,0.005528823127369229
8,주식,0.005524373951938439
8,공개,0.004956329004417268
9,부패,0.03158358254971515
9,정부,0.01557321029480829
9,사회,0.013821142107435043
9,국민,0.011391584398993817
9,공직,0.009846109427558604
9,국가,0.009553242849770084
9,공직자,0.009152940713878253
9,문제,0.008464650712434563
9,채용,0.008207428702635874
9,한국,0.00670653521061971
9,청렴,0.006109479320733907
9,비리,0.006093868621887034
9,경제,0.006073800391395584
9,공무원,0.005912098002067688
9,반부패,0.005704815852513243
9,윤리,0.005425445325896266
9,공공기관,0.005414011359658657
9,기관,0.005253216770288914
9,정책,0.0051918030843142275
9,제도,0.005140166307775027
9,필요,0.005135435988467028
9,강화,0.005029000272206788
9,이해충돌방지법,0.004866139886639836
9,공정,0.0047437714827145
9,사건,0.004673163096604248
9,우리,0.004600012491932673
9,척결,0.004303377671204592
9,공직사회,0.0042529968649547166
9,안전,0.004243401267234426
9,추진,0.004231679450311082
