id,date,title,content,url,press,ref,year,month,quarter,yq,quarterly
1279,2015-06-24,"돈 받은 공직자, 공직서 바로 배제"," “구청장부터 직원들에게 부당한 지시를 하지 않겠습니다.”김우영 은평구청장이 부정청탁과의 전쟁을 선포했다. ‘윗물이 맑아야 아랫물이 깨끗해진다’는 속담처럼 구청장부터 부당 지시를 하지 않겠다고 공언한 것이다. 또 부정과 청탁에 관련된 모든 직원은 바로 직위해제하기로 했다.은평구는 오는 25일부터 구 직원이 직무 관련 여부와 기부후원 등의 명목과 상관없이 어느 누구로부터 금품 등을 받거나 부정청탁을 받고, 부당하게 그 직무를 수행하면 바로 공직에서 배제시키기로 했다고 23일 밝혔다. 구가 이번에 공포한 ‘특별시 은평구 공무원 행동강령’은 내년 9월 28일 시행을 앞두고 있는 ‘부정청탁 및 금품 등 수수의 금지에 관한 법률(청탁금지법)’의 부패예방 시스템을 미리 도입하고 ‘이해충돌방지조항’과 ‘직무관련자와의 사적접촉 제한 규정’ 등을 추가, ‘청렴은평’의 브랜드를 만들기 위한 조치이다. 이에 따라 공무원이 공정한 직무를 저해하는 지시나 부정청탁을 했을 때 징계처분되며, 부정청탁을 받고 그에 따라 위법·부당하게 직무를 수행한 경우도 수수금액에 관계없이 해임 이상의 배제 징계에 처해진다. 또 직위 등을 이용, 부당한 이익을 얻었을 경우 중징계 처분하고 행사진행 협찬 요구, 골프 등 사적 접촉의 경우 징계를 받게 된다.특히 부정청탁 또는 금품 수수의 경우 즉시 반환과 동시에 신고를 의무화함으로써 금품 등을 제공한 사람도 제재를 가할 수 있게 했다. 즉시 반환이 어려운 금품 등의 경우에는 처리결과를 외부인에게 공개하도록 했다. 또 학연·지연 등의 친분 관계와 2년 이내 인허가로 직접적인 이익을 제공한 직원도 모두 중징계할 방침이다. 김 구청장은 “구청장부터 은평구 공무원 행동강령에 부끄럽지 않도록 노력할 것”이라면서 “빨리 은평구 부패예방시스템을 정착시켜 주민과 소통하고 신뢰받는 청렴한 은평구를 만드는데 최선을 다하겠다”고 말했다. ",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=081&aid=0002570973,서울신문,"(서울신문, 2015-06-24)",2015,6,2,2015: 2Q,2015-04-01
1287,2015-07-22,물꼬 튼 ‘김영란법 시즌2’… 입장차 여전," ㆍ‘이해충돌방지 조항’ 논의ㆍ법안심사소위 진전 없어국회가 이른바 ‘김영란법’(부정청탁 및 금품 등 수수의 금지에 관한 법률) ‘시즌2’ 논의를 재개했다. 김영란법이 지난 3월 국회를 통과할 당시 빠졌던 ‘이해충돌방지’ 조항에 대한 논의 물꼬를 튼 것이다. 하지만 정부와 야당 간 입장차가 좁혀지지 않아 사실상 7월 국회 처리가 무산됐다.국회 정무위원회는 22일 법안심사소위를 열고 일부 법안을 23일 의결키로 했으나, 김영란법 핵심 조항인 ‘부정청탁 금지 및 공직자의 이해충돌방지에 관한 법안’은 의결 목록에서 빠졌다. 전날 법안심사소위에서 정부와 야당 위원들 간 의견이 엇갈려 논의 진전을 이루지 못한 탓이다.공직자 직무수행과 관련한 사적 이익 추구를 금지하는 ‘이해충돌방지’ 조항의 정부안은 고위공직자의 경우 임용 전 3년 이내에 이해관계가 있었던 고객 등이 직무 관련자일 경우 2년간 해당 직무 수행을 제한하고 있다.전날 법안심사소위에선 특히 직무수행을 제한할 ‘고위공직자’ 범위를 어디까지로 할 것이냐를 놓고 논쟁이 벌어졌다. 해당 법안을 낸 국민권익위원회는 국무총리와 국무위원의 경우 업무가 국정 전반에 걸쳐 있기 때문에 이들을 대상에서 제외하자는 입장이다. 반면 야당은 정부 측 논리대로라면 각종 법안에서 표결을 하는 국회의원들도 모두 이해충돌 직무수행 금지 대상에서 제외돼야 하는 게 아니냐며 국무위원도 포함돼야 한다고 맞섰다. 현재 김영란법은 ‘부정청탁 금지’와 ‘금품수수 금지’ 규정을 담은 법안만 통과된 상황이다. ‘이해충돌방지’ 조항은 8월 임시국회 혹은 9월 정기국회에서 다시 논의될 것으로 보인다. ",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=032&aid=0002618180,경향신문,"(경향신문, 2015-07-22)",2015,7,3,2015: 3Q,2015-07-01
1291,2015-08-11,<사설>‘물타기 김영란법’ 땜질 아니라 제대로 再立法해야," 지난 3월 제정 공포된 ‘부정청탁 및 금품수수 금지법’이 경과기간 1년6개월의 초반을 지나면서 예상됐던 대로 곳곳에서 결함이 드러나고 있다. 국회 정무위원회가 원안 취지를 왜곡한 대안을 심의할 당시부터 ‘김영란법 아닌 김영란법’ 지적과 위헌론에 휩싸였고, 제정 직후엔 법조 안팎으로 헌법소원이 제기됐는가 하면 다른 쪽으로는 농축수산업계를 중심으로 한 실업 차원의 반발 또한 고조돼왔다. 국민권익위가 기안 중인 시행령과 관련해 10일 김재원 새누리당 의원이 주최한 국회 토론회는 당장의 김영란법이 문면 그대로 시행되지는 못할 것임을 미리 말해주고 있다. 농축산업계 인사와 농촌지역 여야 의원들이 참여한 토론회에서 김무성 새누리당 대표는 “농축수산물이 적용 대상에서 제외돼야 하지 않나 생각한다”고 덧붙였다. 구체적이면서 적잖이 직설적인 언질이다. 그러나 권익위는 “농축수산물을 제외할 수 없다”는 입장이다. 말이 이렇게 서로 달라지는 것은 정무위가 현실적 파장을 치밀하게 검토하지 않은 채 ‘편의주의 입법’을 밀어붙여 자초한 부작용의 한 단면이다. 앞으로 다른 부문, 이를테면 ‘전통시장 재래 상품’을 둘러싸고도 똑같은 논란이 재연될 수 있을 상황이다.김영란법은 세 측면에서 원천적 ‘착오 입법’이다. 첫째, 원안의 핵심이었던 ‘이해충돌 방지’ 영역이 제외됐고, 정무위의 별도 입법 다짐도 별 진전이 없다. 둘째, 법 제2조에서 ‘공무원 등’이라는 모호한 표제 아래 물귀신처럼 언론인·사립학교 교원까지 끌어들여 ‘물타기’한 것도, 셋째, 제5조가 선출직 공직자·정당·시민단체의 제안·건의를 부정청탁 범주에서 제외해 국회의원과 그 주변을 ‘무풍지대’로 돌린 것도 법의 규범력을 결정적으로 그르칠 치명적 결함이다.다행히 내년 9월 28일 시행까지 1년 남짓 남았다. 시행령 논란을 벌일 계제가 아니다. 정부와 국회는 모법 자체를 재입법(再立法)해 제반 착각·착오를 제대로 바로잡아야 한다.[",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=110&oid=021&aid=0002246994,문화일보,"(문화일보, 2015-08-11)",2015,8,3,2015: 3Q,2015-07-01
1292,2015-08-11,"[사설] 김영란법, 정말 손볼 것은 따로 있다"," 새누리당 김무성 대표가 “김영란법(부정청탁 및 금품 등 수수 금지법)은 우리 사회에서 실천돼야 할 참 좋은 법이긴 하지만 이것 때문에 또 다른 피해자가 생겨선 안 된다”면서 “명절 선물에서 농·축·수산물이 제외되는 것은 막아야 하지 않나 하는 생각을 한다”고 했다. 그제 ‘합리적 김영란법 시행령 제정을 위한 국내 농·축산업 대토론회’에 참석해 축사 형식으로 꺼낸 말이 이렇다. 여당이 앞장서 내년 9월28일 시행될 김영란법을 유명무실하게 만들겠다는 뜻인지 묻게 된다.지난 3월 국회를 통과한 김영란법은 김 대표 말마따나 ‘참 좋은 법’이다. 미국 뉴욕타임스조차 ‘한국 풍토를 바꿀 획기적 사건’이라 높이 평가했다. 김영란법이 예정대로 시행되면 공직자나 그 배우자는 100만원 이상의 금품 또는 향응을 받으면 무조건 형사처벌 대상이 된다. 여야가 입법 과정에서 무리하게 추가한 언론사와 사립학교·유치원의 임직원, 사학재단 이사장과 이사도 마찬가지다.개혁의 파급력이 클수록 후폭풍 또한 클 수밖에 없고 선의의 피해자도 많이 나올 수밖에 없다. 피해가 예상되는 분야는 수심도 깊게 마련이다. 국내 관련 업계가 규제 대상에서 농축산물을 제외하거나 금액 기준을 높여 달라고 나선 것도 이런 맥락이다. 그 답답한 심정은 공감이 간다. 정교한 대책을 강구할 필요성도 인정된다.하지만 내년 총선을 앞둔 정치권이 대뜸 가세해 아직 시동도 안 걸린 김영란법을 흔드는 것까지 이해하고 공감할 수는 없다. 김 대표나 여당만의 문제도 아니다. 새정치민주연합 신정훈 원내부대표는 어제 국회 원내대책회의에서 적용 대상에 ‘농축산물을 제외한다’는 예외조항을 반드시 넣어야 한다고 했다. 여야가 이례적으로 힘을 합쳐 김영란법 무력화에 나선다는 신호인 것은 아닌지 걱정이다. 김영란법은 좋은 법이지만 완벽한 법은 아니다. 국회에서 누더기가 된 탓이다. 정부 원안에는 있었으나 국회에서 빠진 ‘이해충돌 방지’ 조항부터 되살려야 한다. 여야가 그렇게 공언도 했다. 국회의원 등 선출직 공직자에게 광범위한 예외 혜택을 부여한 것도 큰 허점이다. 늦기 전에 바로잡아야 한다. 급히 손볼 것은 따로 있는 것이다. 여야가 이런 것들은 제쳐놓고 이해관계자가 모인 자리나 기웃거리면서 그 입맛에 맞춰 법을 손보겠다고 하는 것은 블랙코미디에 가깝다. 계속 이런 식이라면 대한민국 유권자가 내년 총선에서 정치권을 단단히 손볼 수밖에 없다.",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=110&oid=022&aid=0002889387,세계일보,"(세계일보, 2015-08-11)",2015,8,3,2015: 3Q,2015-07-01
1293,2015-08-12,[사설]김영란법에서 한우·굴비 빼느니 법 자체를 손질해야," 새누리당이 ‘김영란법’(부정 청탁 및 금품 등 수수의 금지에 관한 법률) 적용 대상에서 농축수산물을 빼는 방안을 검토하기로 해 논란을 빚고 있다. 김무성 새누리당 대표는 그제 국회 토론회에서 “농축수산물은 제외돼야 하지 않나 생각한다”고 말했다. 하지만 다른 업계와의 형평성이나 부정부패를 없애려는 이 법의 취지를 감안하면 땜질 처방에 불과하다.  국민권익위원회는 농축수산물을 포함한 선물의 금액 상한을 5만∼10만 원으로 정해 그 범위 내의 선물은 처벌 대상에서 제외하는 시행령을 마련해 9월 중 입법예고할 계획이다. 문제는 명절용 국내산 한우·굴비·과일 선물세트의 경우 10만 원을 넘는 것이 많다는 점이다. 10만 원 이하로 정하면 중국산 등 외국산 판매만 늘릴 수 있다. 이 때문에 농축수산업계가 “자유무역협정(FTA)보다 더 위협적인 괴물이 될 수 있다”고 반발하자 내년 총선을 의식한 정치권이 뒤늦게 대책 마련에 나선 것이다. 그러나 권익위는 특정 업계의 물품만 대상에서 제외할 수 없다며 난색을 표하고 있다. 이 법을 만든 소관 상임위인 국회 정무위도 금액 상한을 현실화하는 것은 몰라도 농축수산물만 예외로 인정하긴 힘들다는 쪽이다. 여야가 이 법을 만들 때부터 관련 업계의 타격 등 내수 위축에 대한 부작용을 우려하는 목소리가 높았다. 심지어 위헌 논란까지 제기됐다. 그런데도 덜렁 법을 통과시켰고, 공포까지 됐다. 이곳저곳에서 대책을 요구할 때마다 시행령에 예외를 두는 방식으로 땜질을 할 수는 없다. 법 자체가 공직자 외에 언론인과 사립학교 교원까지 적용 대상에 포함시킨 데다 ‘이해충돌 방지’ 부분이 빠졌고, 국회의원 등의 제안이나 건의를 부정청탁 범주에서 제외함으로써 논란이 그치지 않고 있다. 올해 3월 공포된 김영란법은 1년 6개월의 유예 기간을 거쳐 내년 9월부터 시행된다. 대한변협이 헌법소원을 제기해 헌법재판소에서 위헌 여부를 심리하고 있다. 이번 기회에 정부와 국회가 과잉처벌 요소와 불합리한 부분을 포함해 김영란법 전체를 새로 손질할 필요가 있다.[",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=110&oid=020&aid=0002841702,동아일보,"(동아일보, 2015-08-12)",2015,8,3,2015: 3Q,2015-07-01
1295,2015-08-18,'취업청탁 갑질' 금지법이 낮잠 자는 사이에…," 여야, 김영란법 제정때 이해충돌방지 조항만 쏙 빼…정무위서 새 법안 입씨름… 가족채용 등 제재 사각국회의원 자녀에 대한 채용 특혜 의혹 시비가 끊이질 않고 있다. 최근 일부 여야 의원이 공공기관이나 지역구 소재 기업에 아들딸을 입사시키기 위해 ‘입김’을 행사한 ‘갑질’ 논란이 일고 있다. 고위공직자의 일탈행위를 방지하기 위해서는 관련법 정비가 시급하다는 지적이 나온다.국회는 올해 초 김영란법으로 불리는 ‘부정청탁 및 금품 등 수수의 금지에 관한 법’을 처리했다. 하지만 여야는 막판 합의로 ‘이해충돌 방지’ 부분을 제외했다.이해충돌 방지는 공직자 직무와 관련된 외부활동이나 관련자와의 거래 제한, 소속 공공기관 등의 가족채용 제한 등의 내용을 담고 있다. 새정치민주연합의 한 중진 의원은 18일 “윤후덕 의원의 딸 취업 문제도 김영란법의 이해충돌 방지조항이 포함돼 조기에 시행됐다면 대가성 여부를 떠나 제재 대상이 됐을 것”이라고 지적했다. 이해충돌 방지 부분이 반영된 김영란법이 통과됐다면 윤 의원 사례가 방지됐을 것이라는 얘기다.현재 이해충돌 방지법안은 국회 정무위에서 낮잠을 자고 있다. 국민권익위가 지난달 정무위 법안심사소위에서 이해충돌 방지 적용 대상에 국무총리와 국무위원을 제외하자고 제안하면서 여야가 합의점을 찾지 못하고 있는 탓이다. 여야는 8월 임시국회에서 논의하기로 했지만 정부와 야당 간 이견을 좁히지 못해 난항을 거듭하고 있다. 이해충돌 방지법안을 발의한 새정치연합 소속 이상민 국회 법사위원장은 통화에서 “지금의 김영란법은 핵심인 고위공직자들이 가장 민감해하는 이해충돌 방지 부분을 빼 졸속, 부실하게 만들었다”며 “애초 취지에 맞게 개정해야 한다”고 말했다.유명무실하다는 지탄을 받고 있는 국회 윤리특위를 강화해야 한다는 목소리도 높아지고 있다. 윤리특위 새누리당 간사인 홍일표 의원은 원내대책회의에서 “국회의원의 윤리지수 하락을 걱정하는 의견이 있는데 윤리특위가 제 기능을 못하는 것도 원인”이라며 윤리특위에 회부된 의원들에 대한 징계를 신속하게 처리할 수 있도록 하는 국회법 개정안 통과를 촉구했다. 홍 의원이 발의한 국회법 개정안은 윤리심사자문위가 징계 의견을 윤리특위에 보고하면 30일 이내에 의결 또는 본회의에 상정하도록 하는 내용을 담고 있다.여야 지도부는 국회의원 자녀의 취업 특혜 의혹이 불거지자 당 차원의 진상조사에 착수하는 등 진화에 부심했다. 새누리당 윤리위는 아들의 정부 법무공단 경력 변호사 취업 과정에서 특혜 의혹이 제기된 김태원 의원에 대해 조사에 착수키로 했다. 김 들과 만나 “공단에 자료를 요청했으니 결과가 나오면 분명하게 밝혀질 것”이라며 “조금이라도 책임질 일이 있으면 정치생명을 걸겠다”고 억울함을 호소했다. 새정치연합은 지역구 기업 대표에게 전화를 걸어 자신의 딸 취업지원 사실을 알린 윤 의원에 대해 전날 당 윤리심판원에 직권 제소했다. 윤리심판원은 31일 윤 의원 사건에 대한 첫 회의를 열 예정이다. ",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=022&aid=0002893469,세계일보,"(세계일보, 2015-08-18)",2015,8,3,2015: 3Q,2015-07-01
1300,2015-08-20,[사설] 물타기 된 김영란법 입법취지에 맞도록 수정해야," ‘부정청탁 및 금품 등 수수의 금지에 관한 법률’인 이른바 ‘김영란법’에 대한 개정안이 발의되는 등 법안 내용을 손질하려는 정치권의 움직임이 나타나고 있다. 지난 3월 여야가 법제화했으나 최근 일부 내용에 대해 비판 여론이 일자 5개월 만에 수정하려는 것이다. 김종태 새누리당 의원은 18일 김영란법이 규정한 수수금지 대상에 농축수산물과 그 가공품을 제외하는 내용의 일부 개정안을 대표 발의했다. 김 의원은 “농축수산물 명절 선물 대다수가 5만원 이상인데 정부는 시행령에서 허용되는 선물 가격을 5만∼7만원으로 책정하려 하고 있다”면서 “이렇게 되면 농어민이 엉뚱한 피해를 볼 수밖에 없어 개정안을 냈다”고 설명했다. 지난 10일에는 김무성 새누리당 대표가 “김영란법이 농축수산업을 황폐화시킬 염려가 있다”고 밝혀 수정 가능성을 예고했다. 정치권이 뒤늦게나마 문제가 되는 조항을 손보려는 자세는 환영할 만하다. 그러나 이 법안이 갖는 불합리한 점은 한두 가지가 아니다. 국회 통과 당시부터 숱한 지적을 받은 여러 사안에 대해서도 심도 있게 논의해 바로잡아야겠다. 우선 적용 대상의 형평성이 제기된다. 법안은 공익적 성격이 강하다는 이유로 사립학교 교직원과 언론사, 대학병원 종사자 등 세금으로 운영되지 않는 조직의 구성원까지 대상에 포함했다. 이러다보니 대상자가 최대 300만 명으로 늘어나 법 집행 실효성에 대한 의구심까지 불러일으켰다. 반면 공익성이 큰 시민단체 구성원과 변호사 등은 제외해 형평성 논란을 촉발했다.  특히 국회의원이나 고위 공직자 등의 자녀·친척 취업 청탁을 금지하는 이해충돌 방지 조항을 뺀 것에 대해 비판의 목소리가 높다. 김영란법 원안에는 이 규정이 포함됐지만 막상 국회 통과 과정에서 빠진 것이다. 최근 일부 국회의원의 자녀 취업 청탁 의혹을 보면 왜 이 대목이 제외됐는지 분명히 알 수 있다. 배우자가 금품을 수수했을 때 의무적으로 신고토록 한 것은 헌법상 양심의 자유를 침해할 가능성이 높다는 지적도 많다. 이 외 부정청탁이나 직무 관련성 판단 기준이 모호하다는 것 등 개선해야 할 부분이 적지 않다. 이 법의 원래 목적은 고위 공직자 등 권력형 부정부패를 뿌리 뽑자는 것이었다. 그렇다면 지금이라도 당초 취지는 살리되 비현실적인 내용은 과감히 수정하는 것이 맞다. 땜질하는 식으로 고치는 것이 아니라 전면적으로 재검토하는 것이 바람직하다. 제대로 바꾸지 않고 내년 9월 시행할 경우 엄청난 혼란이 예상될 것으로 우려된다. 정치권에서도 이에 대한 공감대가 상당히 형성돼 있다고 하니 다행이다. 여야는 지혜를 모아 이 법이 국민들에게 엉뚱한 불편을 주지 않도록 개정하는 데 최선의 노력을 기울여야겠다.",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=110&oid=005&aid=0000809440,국민일보,"(국민일보, 2015-08-20)",2015,8,3,2015: 3Q,2015-07-01
1301,2015-08-20,<김영란법 다시 논란>김영란法 시행되기도 전에 재정비 갑론을박, 졸속·과잉입법 논란 불구 與野 통과시켜버리더니…“고위공직자로 한정해야” “농축수산물 제외 추진”취업청탁 甲질 금지 조항 ‘이해충돌방지’ 처리 시급9월 정기국회를 앞두고 ‘부정청탁 및 금품등 수수의 금지에 관한 법률’(김영란법)에 대한 논란이 다시 확산되고 있다. 김영란법의 적용 대상에서 농수산물을 제외해야 한다는 개정안이 발의되고 국회의원들의 자녀 취업 청탁이 김영란법의 적용을 받지 않는다는 사실이 알려지면서 정치권에서 김영란법의 문제점과 개정 필요성에 대한 목소리가 높아지고 있기 때문이다. 김영란법의 한 축이었지만 뒤로 미뤄뒀던 이해충돌방지 조항에 대한 입법화도 서둘러야 한다는 지적도 제기된다.20일 정치권에 따르면 내년 9월 시행을 앞둔 김영란법의 개정 논란은 농어촌 지역 의원들과 국회 정무위원회 위원들 간 기싸움으로 불이 붙었다. 경북 상주가 지역구인 국회 농림축산식품해양수산위원회 김종태 새누리당 의원은 지난 18일 김영란법 적용 대상에서 농림·축산·어업 활동으로 인한 생산품과 그 가공품을 제외하는 것을 골자로 하는 개정안을 발의했다. 앞서 지난 10일 “오랜 미풍양속인 명절 때 선물하는 것(을 김영란법이 규제하는 것)에서 농축수산물은 제외돼야 하지 않나 생각한다”고 밝혔던 김무성 새누리당 대표는 19일에도 “농수산물의 판로가 막히는 것은 좀 재고를 해야 하지 않겠느냐”고 말해 법개정에 힘을 보탰다.야당에서는 전남 나주·화순이 지역구인 신정훈 새정치민주연합 의원이 “김영란법 시행에 있어 농축산물 예외조항을 반드시 넣어야 한다”고 밝혔다. 하지만 국회 정무위에서는 법안을 시행하기 전에 고치는 것은 적절치 않다는 입장이다.이 같은 논란은 정기국회에서 이 법이 통과 당시 제기됐던 각종 부작용 및 위헌 소지를 해소해야 한다는 주장으로 확대되고 있다. 국회 법제사법위원장인 이상민 새정치연합 의원은 농축수산물 문제를 비롯해 김영란법의 적용 대상이 너무 넓다며 김영란법의 수정 및 보완이 필요하다고 주장하고 있다. 부정청탁의 적용 및 예외 조항이 모호하다는 점과 사립학교 교직원과 언론사 종사자가 적용 대상에 포함된 것도 논란거리이다. 특히 최근 불거진 국회의원들의 자녀 취업 청탁을 김영란법으로 처벌하지 못한다는 점도 문제점으로 지적된다. 부정청탁 금지 조항에서 선출직 공무원들의 예외를 인정해 충돌 방지법안이 국회 문턱을 넘지 못하고 있기 때문이다. 한 새누리당 의원은 “결국 김영란법이 포괄적 규제를 담고 있는 입법이어서 내년 9월 시행 전까지 논란이 계속될 수밖에 없다”며 “법안 시행 전 부작용이 불 보듯 뻔한 부분에 대해서는 개정이 필요하다”고 지적했다. ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=021&aid=0002247903,문화일보,"(문화일보, 2015-08-20)",2015,8,3,2015: 3Q,2015-07-01
1302,2015-08-20,[지평선] 국회의원의 특권,"  국회의원은 금배지를 다는 순간 200여 가지의 특권이 주어진다. 그 중에는 잘 알려지지 않은 것도 많다. 국회 안에는 치과, 내과, 한의원, 사우나, 미용실이 완벽하게 갖춰져 있는데, 진료는 의원 가족까지도 공짜다. 항공기, 철도, 선박 무료 이용 특전도 있다. 국고 지원으로 연 2회의 해외시찰도 한다. 민방위와 예비군 훈련이 면제되고, 골프장 이용시 사실상 회원 대우를 받는다. 수백억 원을 들여 설악산 근처에 짓는 의정연수원이 내년에 완공되면  ‘호화 콘도’를 자유롭게 이용할 수 있게 된다.  ▦ 국회의원의‘갑질’은 천태만상이다. 인사청탁과 행사 협찬 등 각종 민원이 빠지지 않는 것은 물론이다. 윤후덕 의원과 김태원 의원의 자녀 취업 청탁은 빙산의 일각이다. 여의도에선 ‘씨족 국회’라는 말이 나돈다. 자녀와 친인척을 보좌진으로 채용하는 의원들이 부지기수다. 최대 9명의 보좌진을 둘 수 있는데, 한 명에 연간 수 천만 원의 급여가 지급되니 꿩 먹고 알 먹고다. 웬만한 취업 청탁은 휴대폰 문자로도 통한다. 김태호, 김희정, 김진표 의원은 본회의장에서 취업 청탁 문자를 보내다 카메라에 잡혀 망신을 사기도 했다. ▦ 일부 의원들의 ‘슈퍼 갑’ 행태는 국회 의원회관을 술렁이게 한다. 보좌관에게 아침식사를 차리게 하고 심지어 애완견 털 깎기를 지시하는 의원도 있다. 운전기사들은 갑질을 일상적으로 경험한다. 험한 말은 기본이고 폭행까지 당한다. 보좌관들 사이에 갑질 의원 블랙리스트가 존재한다는 게 괜히 나온 얘기가 아니다. 국회의원이 절대적인 영향력을 미치는 지자체와 지방의원은 더 할 나위 없는 먹잇감이다. “경로당 보일러를 바꿔달라”“조기축구회에 협찬해 달라”는 시시콜콜한 민원과 장례, 환갑 등 경조사의 허드렛일까지 떠맡긴다. ▦ 의원들의 특권의식에 대한 수많은 지적에도 당사자들은 모르쇠다. 김영란법 원안에 있던 국회의원의 자녀와 친척 취업 청탁을 금지한 이해충돌방지 조항을 뺀 데 대한 비판이 크다. 1967년 한 신문은 총선을 앞두고 사설에서 이렇게 썼다. “국회의원은 만능에 가까운 특전을 부여 받고 있다. …국회의원만 되면 모든 것을 지배할 수 있고 금방석을 깐 자리로 인식되는 현상이 불식되지 않으면 정치근대화는 요원하다.” 50년이 지나도 그리 달라지지 않은 현실이 개탄스럽다.  ",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=110&oid=469&aid=0000082794,한국일보,"(한국일보, 2015-08-20)",2015,8,3,2015: 3Q,2015-07-01
1306,2015-08-25,공직자 백지신탁제도 강화…“매각 안될 시 관련업무 안돼”," 앞으로 고위공직자가 보유한 주식이 매각되지 않을 시 백지신탁을 했더라도 해당 주식과 관련된 업무에 관여할 수 없게 된다. 인사혁신처는 26일 공직자 주식백지신탁 제도의 이해충돌 방지 기능을 강화하기 위해 이 같은 내용을 담은 공직자윤리법 개정안을 입법예고한다고 밝혔다. 주식백지신탁제도란, 장관 등 1급 이상 고위직공직자(기획재정부·금융위원회는 4급 이상)와 그 이해관계자가 보유한 주식에 대한 관리·운용·처분 권한을 금융기관에 위임해 공무수행 과정에서 이해충돌 가능성을 사전에 방지하는 제도다. 그런데 백지신탁을 한 비상장 주식의 경우 현실적으로 매각이 어려워 이해충돌 상황이 해소되지 못한다는 지적이 제기되어왔다. 개정안은 이같은 헛점을 막기 위해 백지신탁한 주식이 모두 매각될때까지 의무자는 해당 주식과 관련있는 조세부과, 공사·물품 계약 등의 직무에 직접적·실질적 관여를 할 수 없게 했다. 공직자 재산신고 대상 범위도 늘려 현재 정기 재산변동신고자에게만 사전제공되던 금융·부동산 정보가 임용·승진 등에 따라 새롭게 재산등록을 해야하는 신규 의무자으로 확대된다. 공직 재직중 처리한 업무를 퇴직 후 영구히 맡기 못하게 하는 ‘행위제한제도’의 실효성도 강화되어 업무취급 제한규정을 위반했다고 의심할만한 사유가 있다면, 관련 기관 등에 자료를 요청할 근거를 마련했다. 이밖에 공직자윤리위원회와 주식백지신탁 심사위원회 등의 직권재심 규정도 신설됐다. ",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=022&aid=0002897860,세계일보,"(세계일보, 2015-08-25)",2015,8,3,2015: 3Q,2015-07-01
1307,2015-08-25,"고위공직자 백지신탁 주식, 안 팔리면 관련 업무 못 맡는다"," 앞으로 재산공개 대상 공직자가 보유한 주식이 매각되지 않을 경우 백지신탁을 했더라도 해당 주식과 관련된 업무에 관여할 수 없게 된다.  인사혁신처는 25일 공직자 주식백지신탁 제도의 이해충돌 방지 기능을 강화하기 위해 이 같은 내용을 골자로 하는 공직자윤리법 개정안을 입법 예고한다고 밝혔다. 주식백지신탁제도란 1급 이상 고위공직자(기획재정부ㆍ금융위원회는 4급 이상)나 배우자 등 이해 관계자가 갖고 있는 주식에 대한 관리ㆍ운용ㆍ처분 권한을 금융기관에 위임해, 공무수행과정에서 이해관계가 발생하는 것을 방지하는 조치를 말한다. 그러나 그간 금융기관에 백지신탁한 비상장주식은 매각이 현실적으로 어려워 해당 공직자가 관련 업무를 계속할 수 있었다. 개정안은 이 같은 맹점을 막기 위해 백지신탁한 주식이 모두 매각될 때까지 의무자는 해당 주식과 관련 있는 조세부과, 공사ㆍ물품 계약 등의 직무에 직접적으로 관여할 수 없도록 했다. 이 밖에 공직자가 재산신고를 편하게 할 수 있도록 금융ㆍ부동산 정보 사전 제공 대상자의 범위가 확대된다. 정기 재산변동 신고자에게만 사전에 제공되던 금융ㆍ부동산정보가 임용ㆍ승진 등에 따라 새롭게 재산등록을 해야 하는 신규 의무자 등에게도 제공된다. 최초 재산등록대상자는 금융기관이나 관공서를 방문하지 않고도 등록의무자와 등록대상 친족의 금융ㆍ부동산 정보를 확인ㆍ등록할 수 있게 된다. 공직퇴직자 재취업 규제도 강화됐다. 업무취급 제한규정을 위반했다고 의심할만한 사유가 있다면, 관련기관에 자료를 요청할 수 있도록 했다. 무단으로 임의 취업한 퇴직자에 대한 확인 기관도 현행 국민건강보험공단에서 국세청, 국민연금공단, 근로복지공단으로 확대된다. 이번 개정안은 법제처 심사, 국무회의 등을 거쳐 연내에 정기국회에 제출될 예정이다.  정만석 인사혁신처 윤리복무국장은 “공직자윤리법이 개정되면 백지신탁한 주식의 매각지연에 따른 이해충돌 상황을 해소하고 재산신고의무자의 편의성도 대폭 개선될 것”이라고 말했다.  ",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=469&aid=0000083773,한국일보,"(한국일보, 2015-08-25)",2015,8,3,2015: 3Q,2015-07-01
